order_id,order_date,region,category,product_name,customer_segment,payment_mode,units_sold,unit_price,revenue,month,quarter
ORD10726,2025-12-06,East,Beauty,Shampoo 340Ml,Online,Upi,4.0,984.81,3939.24,2025-12,2025Q4
ORD10199,2025-09-28,West,Grocery,Green Tea Pack,Wholesale,Upi,17.0,191.11,3248.87,2025-09,2025Q3
ORD10560,2025-08-27,North,Fashion,Backpack,Online,Debit Card,20.0,710.83,14216.6,2025-08,2025Q3
ORD10312,2025-01-24,East,Home & Kitchen,Electric Kettle,Online,Cash,19.0,1695.46,32213.74,2025-01,2025Q1
ORD10311,2025-01-04,Central,Beauty,Shampoo 340Ml,Wholesale,Cash,4.0,205.44,821.76,2025-01,2025Q1
ORD11187,2025-04-25,South,Home & Kitchen,Non-Stick Pan,Online,Credit Card,14.0,2452.39,34333.46,2025-04,2025Q2
ORD10263,2025-11-07,West,Home & Kitchen,Non-Stick Pan,Retail,Cash,8.0,2468.17,19745.36,2025-11,2025Q4
ORD10797,2025-08-24,North,Home & Kitchen,Led Lamp,Retail,Credit Card,38.0,2574.68,97837.84,2025-08,2025Q3
ORD10793,2025-03-26,South,Electronics,Power Bank,Retail,Debit Card,2.0,1249.24,2498.48,2025-03,2025Q1
ORD10136,2025-02-18,North,Electronics,Power Bank,Retail,Cash,22.0,1115.79,24547.38,2025-02,2025Q1
ORD11015,2025-07-31,West,Home & Kitchen,Non-Stick Pan,Wholesale,Upi,10.0,1665.55,16655.5,2025-07,2025Q3
ORD10998,2025-03-21,North,Beauty,Shampoo 340Ml,Wholesale,Net Banking,39.0,694.12,27070.68,2025-03,2025Q1
ORD11022,2025-01-11,East,Electronics,Power Bank,Online,Cash,36.0,2870.58,103340.88,2025-01,2025Q1
ORD10634,2025-10-12,West,Grocery,Basmati Rice 5Kg,Wholesale,Credit Card,5.0,765.34,3826.7,2025-10,2025Q4
ORD10232,2025-09-21,South,Beauty,Hair Serum,Retail,Credit Card,10.0,168.39,1683.9,2025-09,2025Q3
ORD10374,2025-11-20,South,Electronics,Power Bank,Retail,Debit Card,28.0,2833.46,79336.88,2025-11,2025Q4
ORD10729,2025-01-07,South,Fashion,Denim Jeans,Retail,Credit Card,23.0,1921.33,44190.59,2025-01,2025Q1
ORD11113,2025-07-26,Central,Home & Kitchen,Led Lamp,Online,Debit Card,8.0,1693.67,13549.36,2025-07,2025Q3
ORD11091,2025-02-17,West,Fashion,Backpack,Online,Net Banking,9.0,1026.25,9236.25,2025-02,2025Q1
ORD10163,2025-01-25,West,Home & Kitchen,Non-Stick Pan,Online,Debit Card,26.0,534.15,13887.9,2025-01,2025Q1
ORD11074,2025-01-20,Central,Electronics,Bluetooth Speaker,Retail,Cash,36.0,4250.26,153009.36,2025-01,2025Q1
ORD10948,2025-09-18,North,Home & Kitchen,Storage Rack,Online,Debit Card,20.0,1704.86,34097.2,2025-09,2025Q3
ORD10890,2025-02-27,North,Home & Kitchen,Non-Stick Pan,Retail,Debit Card,1.0,601.27,601.27,2025-02,2025Q1
ORD11004,2025-11-23,Central,Fashion,Backpack,Online,Credit Card,22.0,467.47,10284.34,2025-11,2025Q4
ORD10403,2025-04-02,Central,Fashion,Formal Shirt,Online,Upi,8.0,1922.53,15380.24,2025-04,2025Q2
ORD11101,2025-11-06,North,Grocery,Cooking Oil 1L,Wholesale,Debit Card,10.0,389.58,3895.8,2025-11,2025Q4
ORD10979,2025-12-20,Central,Home & Kitchen,Non-Stick Pan,Wholesale,Cash,39.0,1353.48,52785.72,2025-12,2025Q4
ORD10742,2025-09-29,North,Home & Kitchen,Electric Kettle,Online,Upi,16.0,1067.28,17076.48,2025-09,2025Q3
ORD11102,2025-04-21,North,Electronics,Smart Watch,Online,Debit Card,5.0,3637.04,18185.2,2025-04,2025Q2
ORD10812,2025-05-07,West,Grocery,Green Tea Pack,Retail,Upi,4.0,296.12,1184.48,2025-05,2025Q2
ORD10212,2025-03-28,North,Grocery,Spice Combo,Retail,Debit Card,19.0,881.17,16742.23,2025-03,2025Q1
ORD10584,2025-08-25,East,Electronics,Wireless Earbuds,Wholesale,Cash,1.0,3059.85,3059.85,2025-08,2025Q3
ORD10117,2025-03-17,North,Fashion,Running Shoes,Wholesale,Cash,29.0,565.57,16401.53,2025-03,2025Q1
ORD10122,2025-01-15,West,Beauty,Face Wash,Wholesale,Debit Card,36.0,1197.58,43112.88,2025-01,2025Q1
ORD10398,2025-05-25,East,Beauty,Lip Balm,Online,Debit Card,34.0,908.25,30880.5,2025-05,2025Q2
ORD11053,2025-05-18,West,Fashion,Denim Jeans,Online,Credit Card,30.0,839.37,25181.1,2025-05,2025Q2
ORD11118,2025-01-28,West,Electronics,Wireless Earbuds,Wholesale,Net Banking,29.0,961.55,27884.95,2025-01,2025Q1
ORD10894,2025-11-27,South,Grocery,Spice Combo,Unknown,Unknown,19.0,489.86,9307.34,2025-11,2025Q4
ORD10811,2025-11-26,North,Grocery,Spice Combo,Unknown,Unknown,15.0,489.86,7347.9,2025-11,2025Q4
ORD10273,2025-11-17,East,Beauty,Lip Balm,Online,Upi,6.0,303.69,1822.14,2025-11,2025Q4
ORD10960,2025-11-13,North,Fashion,Formal Shirt,Online,Upi,37.0,689.46,25510.02,2025-11,2025Q4
ORD10813,2025-01-26,Central,Beauty,Hair Serum,Retail,Net Banking,27.0,1039.63,28070.01,2025-01,2025Q1
ORD10889,2025-08-03,South,Beauty,Hair Serum,Online,Credit Card,36.0,447.99,16127.64,2025-08,2025Q3
ORD10294,2025-02-18,North,Grocery,Atta 10Kg,Retail,Upi,10.0,743.0,7430.0,2025-02,2025Q1
ORD10160,2025-05-11,West,Home & Kitchen,Storage Rack,Online,Credit Card,12.0,1338.53,16062.36,2025-05,2025Q2
ORD10435,2025-04-14,West,Grocery,Cooking Oil 1L,Online,Net Banking,30.0,406.83,12204.9,2025-04,2025Q2
ORD10288,2025-01-29,South,Electronics,Bluetooth Speaker,Unknown,Unknown,21.0,2697.74,56652.54,2025-01,2025Q1
ORD10432,2025-06-14,West,Home & Kitchen,Non-Stick Pan,Wholesale,Credit Card,35.0,1681.45,58850.75,2025-06,2025Q2
ORD10844,2025-02-05,North,Beauty,Lip Balm,Retail,Cash,4.0,783.41,3133.64,2025-02,2025Q1
ORD10113,2025-11-29,North,Fashion,Running Shoes,Wholesale,Credit Card,10.0,1342.35,13423.5,2025-11,2025Q4
ORD10923,2025-10-08,East,Fashion,Backpack,Online,Debit Card,23.0,2096.44,48218.12,2025-10,2025Q4
ORD10544,2025-03-18,East,Home & Kitchen,Electric Kettle,Retail,Net Banking,38.0,646.79,24578.02,2025-03,2025Q1
ORD11066,2025-03-03,West,Beauty,Sunscreen Spf50,Retail,Credit Card,36.0,268.48,9665.28,2025-03,2025Q1
ORD10719,2025-07-28,West,Fashion,Cotton T-Shirt,Retail,Net Banking,20.0,1834.66,36693.2,2025-07,2025Q3
ORD10911,2025-09-27,South,Fashion,Running Shoes,Wholesale,Credit Card,38.0,332.13,12620.94,2025-09,2025Q3
ORD10201,2025-06-30,East,Grocery,Cooking Oil 1L,Wholesale,Upi,30.0,211.5,6345.0,2025-06,2025Q2
ORD10798,2025-07-08,South,Grocery,Atta 10Kg,Online,Credit Card,6.0,551.2,3307.2,2025-07,2025Q3
ORD10078,2025-01-12,West,Home & Kitchen,Led Lamp,Retail,Credit Card,28.0,2081.81,58290.68,2025-01,2025Q1
ORD11000,2025-10-19,North,Electronics,Power Bank,Wholesale,Net Banking,31.0,2485.22,77041.82,2025-10,2025Q4
ORD10809,2025-04-18,Central,Grocery,Cooking Oil 1L,Retail,Cash,2.0,128.23,256.46,2025-04,2025Q2
ORD10368,2025-07-09,West,Fashion,Formal Shirt,Retail,Credit Card,39.0,1824.91,71171.49,2025-07,2025Q3
ORD10762,2025-02-14,Central,Electronics,Bluetooth Speaker,Online,Cash,27.0,2103.61,56797.47,2025-02,2025Q1
ORD10823,2025-03-10,North,Home & Kitchen,Electric Kettle,Online,Credit Card,17.0,1439.96,24479.32,2025-03,2025Q1
ORD10215,2025-04-03,North,Electronics,Power Bank,Wholesale,Net Banking,31.0,2338.86,72504.66,2025-04,2025Q2
ORD11168,2025-07-02,South,Electronics,Wireless Earbuds,Online,Net Banking,12.0,2709.7,32516.4,2025-07,2025Q3
ORD10687,2025-06-21,North,Home & Kitchen,Non-Stick Pan,Retail,Debit Card,16.0,2652.36,42437.76,2025-06,2025Q2
ORD10645,2025-11-01,West,Home & Kitchen,Led Lamp,Wholesale,Cash,25.0,447.8,11195.0,2025-11,2025Q4
ORD10850,2025-03-23,West,Grocery,Cooking Oil 1L,Wholesale,Cash,38.0,324.74,12340.12,2025-03,2025Q1
ORD10892,2025-03-23,Central,Home & Kitchen,Led Lamp,Online,Cash,1.0,449.84,449.84,2025-03,2025Q1
ORD10111,2025-06-22,South,Grocery,Spice Combo,Wholesale,Cash,19.0,275.62,5236.78,2025-06,2025Q2
ORD10799,2025-08-30,Central,Fashion,Denim Jeans,Wholesale,Net Banking,39.0,1218.65,47527.35,2025-08,2025Q3
ORD11136,2025-06-18,East,Fashion,Backpack,Online,Cash,39.0,1167.0,45513.0,2025-06,2025Q2
ORD10804,2025-01-30,South,Grocery,Spice Combo,Online,Cash,11.0,797.47,8772.17,2025-01,2025Q1
ORD10832,2025-10-24,South,Beauty,Hair Serum,Wholesale,Credit Card,38.0,519.48,19740.24,2025-10,2025Q4
ORD10943,2025-08-04,East,Electronics,Usb-C Cable,Online,Debit Card,23.0,1753.78,40336.94,2025-08,2025Q3
ORD10043,2025-05-22,West,Grocery,Green Tea Pack,Wholesale,Credit Card,32.0,571.06,18273.92,2025-05,2025Q2
ORD11092,2025-11-25,South,Beauty,Sunscreen Spf50,Retail,Cash,19.0,206.13,3916.47,2025-11,2025Q4
ORD10763,2025-02-05,North,Beauty,Shampoo 340Ml,Retail,Net Banking,2.0,951.69,1903.38,2025-02,2025Q1
ORD10615,2025-08-25,East,Home & Kitchen,Mixer Grinder,Online,Upi,39.0,973.16,37953.24,2025-08,2025Q3
ORD10840,2025-06-21,Central,Beauty,Sunscreen Spf50,Online,Debit Card,13.0,514.55,6689.15,2025-06,2025Q2
ORD11014,2025-02-03,North,Home & Kitchen,Electric Kettle,Wholesale,Upi,3.0,999.03,2997.09,2025-02,2025Q1
ORD10112,2025-01-20,North,Electronics,Power Bank,Wholesale,Net Banking,11.0,4248.45,46732.95,2025-01,2025Q1
ORD10716,2025-12-02,South,Grocery,Cooking Oil 1L,Retail,Net Banking,6.0,579.93,3479.58,2025-12,2025Q4
ORD10017,2025-05-23,West,Fashion,Backpack,Retail,Debit Card,22.0,1972.89,43403.58,2025-05,2025Q2
ORD10528,2025-01-30,East,Electronics,Bluetooth Speaker,Wholesale,Cash,36.0,3937.33,141743.88,2025-01,2025Q1
ORD10107,2025-10-09,East,Home & Kitchen,Mixer Grinder,Unknown,Unknown,33.0,1718.8899999999999,56723.37,2025-10,2025Q4
ORD11017,2025-06-09,East,Home & Kitchen,Mixer Grinder,Retail,Credit Card,36.0,1744.54,62803.44,2025-06,2025Q2
ORD10269,2025-12-08,West,Grocery,Spice Combo,Unknown,Unknown,19.0,489.86,9307.34,2025-12,2025Q4
ORD10396,2025-12-20,East,Fashion,Formal Shirt,Retail,Upi,35.0,1972.6,69041.0,2025-12,2025Q4
ORD10433,2025-04-21,West,Electronics,Power Bank,Retail,Debit Card,25.0,4364.95,109123.75,2025-04,2025Q2
ORD10040,2025-02-23,South,Home & Kitchen,Mixer Grinder,Online,Credit Card,27.0,1167.76,31529.52,2025-02,2025Q1
ORD11059,2025-07-11,Central,Home & Kitchen,Storage Rack,Retail,Credit Card,30.0,1632.67,48980.1,2025-07,2025Q3
ORD10092,2025-06-15,South,Electronics,Power Bank,Online,Upi,5.0,3746.95,18734.75,2025-06,2025Q2
ORD10486,2025-01-19,South,Beauty,Shampoo 340Ml,Wholesale,Cash,33.0,823.82,27186.06,2025-01,2025Q1
ORD10743,2025-05-10,South,Grocery,Spice Combo,Wholesale,Upi,39.0,779.61,30404.79,2025-05,2025Q2
ORD10079,2025-05-16,South,Home & Kitchen,Led Lamp,Retail,Upi,36.0,2964.15,106709.4,2025-05,2025Q2
ORD10766,2025-03-02,South,Grocery,Cooking Oil 1L,Wholesale,Cash,21.0,418.06,8779.26,2025-03,2025Q1
ORD10819,2025-09-18,East,Beauty,Shampoo 340Ml,Wholesale,Cash,4.0,1114.45,4457.8,2025-09,2025Q3
ORD10714,2025-06-02,West,Beauty,Face Wash,Wholesale,Debit Card,34.0,1085.19,36896.46,2025-06,2025Q2
ORD10390,2025-05-02,South,Beauty,Hair Serum,Retail,Debit Card,23.0,616.33,14175.59,2025-05,2025Q2
ORD10156,2025-01-29,East,Beauty,Shampoo 340Ml,Retail,Debit Card,39.0,790.92,30845.88,2025-01,2025Q1
ORD10681,2025-12-12,West,Home & Kitchen,Storage Rack,Wholesale,Debit Card,37.0,1498.91,55459.67,2025-12,2025Q4
ORD10087,2025-03-19,East,Electronics,Wireless Earbuds,Retail,Net Banking,4.0,1645.98,6583.92,2025-03,2025Q1
ORD10316,2025-09-17,West,Grocery,Green Tea Pack,Online,Upi,26.0,578.46,15039.96,2025-09,2025Q3
ORD10231,2025-10-28,South,Grocery,Cooking Oil 1L,Online,Credit Card,21.0,193.24,4058.04,2025-10,2025Q4
ORD10291,2025-04-19,North,Fashion,Running Shoes,Retail,Cash,21.0,1036.43,21765.03,2025-04,2025Q2
ORD10665,2025-01-20,West,Fashion,Running Shoes,Online,Debit Card,26.0,861.76,22405.76,2025-01,2025Q1
ORD10254,2025-06-10,Central,Beauty,Face Wash,Online,Debit Card,28.0,366.5,10262.0,2025-06,2025Q2
ORD10886,2025-09-28,Central,Home & Kitchen,Electric Kettle,Wholesale,Cash,20.0,892.55,17851.0,2025-09,2025Q3
ORD10897,2025-03-16,North,Home & Kitchen,Electric Kettle,Unknown,Credit Card,23.0,2565.89,59015.47,2025-03,2025Q1
ORD10357,2025-03-30,East,Fashion,Backpack,Retail,Debit Card,14.0,1712.07,23968.98,2025-03,2025Q1
ORD10438,2025-09-21,Central,Electronics,Wireless Earbuds,Wholesale,Debit Card,4.0,4127.98,16511.92,2025-09,2025Q3
ORD11108,2025-12-31,West,Grocery,Green Tea Pack,Wholesale,Credit Card,30.0,469.93,14097.9,2025-12,2025Q4
ORD10620,2025-04-22,South,Fashion,Running Shoes,Online,Debit Card,17.0,1623.72,27603.24,2025-04,2025Q2
ORD11124,2025-03-31,North,Home & Kitchen,Mixer Grinder,Retail,Upi,31.0,2139.54,66325.74,2025-03,2025Q1
ORD10557,2025-04-28,West,Grocery,Green Tea Pack,Wholesale,Net Banking,13.0,575.91,7486.83,2025-04,2025Q2
ORD11193,2025-08-16,Central,Electronics,Usb-C Cable,Retail,Upi,27.0,2679.22,72338.94,2025-08,2025Q3
ORD11088,2025-05-16,West,Fashion,Running Shoes,Online,Upi,36.0,1823.64,65651.04,2025-05,2025Q2
ORD10931,2025-02-20,Central,Home & Kitchen,Non-Stick Pan,Retail,Upi,10.0,2422.76,24227.6,2025-02,2025Q1
ORD10248,2025-06-08,Central,Electronics,Bluetooth Speaker,Wholesale,Cash,20.0,2589.12,51782.4,2025-06,2025Q2
ORD10132,2025-04-27,East,Home & Kitchen,Non-Stick Pan,Online,Cash,25.0,2645.15,66128.75,2025-04,2025Q2
ORD10190,2025-03-01,West,Beauty,Hair Serum,Unknown,Unknown,27.0,694.28,18745.56,2025-03,2025Q1
ORD10738,2025-03-20,North,Fashion,Backpack,Wholesale,Net Banking,32.0,2191.4,70124.8,2025-03,2025Q1
ORD10627,2025-08-02,South,Beauty,Face Wash,Retail,Credit Card,18.0,203.15,3656.7,2025-08,2025Q3
ORD10228,2025-02-28,North,Beauty,Face Wash,Online,Cash,20.0,1185.96,23719.2,2025-02,2025Q1
ORD10287,2025-04-23,North,Electronics,Wireless Earbuds,Retail,Upi,2.0,2419.13,4838.26,2025-04,2025Q2
ORD10937,2025-05-23,North,Grocery,Cooking Oil 1L,Online,Credit Card,32.0,386.42,12365.44,2025-05,2025Q2
ORD10694,2025-04-12,North,Home & Kitchen,Non-Stick Pan,Retail,Cash,1.0,1259.02,1259.02,2025-04,2025Q2
ORD10777,2025-06-03,South,Grocery,Basmati Rice 5Kg,Retail,Debit Card,2.0,835.43,1670.86,2025-06,2025Q2
ORD10851,2025-07-20,South,Fashion,Running Shoes,Retail,Cash,30.0,2001.56,60046.8,2025-07,2025Q3
ORD11180,2025-03-15,East,Electronics,Usb-C Cable,Online,Credit Card,34.0,3484.27,118465.18,2025-03,2025Q1
ORD10854,2025-12-25,South,Home & Kitchen,Electric Kettle,Unknown,Cash,17.0,1028.16,17478.72,2025-12,2025Q4
ORD10728,2025-08-20,West,Fashion,Denim Jeans,Online,Credit Card,17.0,874.69,14869.73,2025-08,2025Q3
ORD10102,2025-08-26,Central,Fashion,Formal Shirt,Wholesale,Credit Card,38.0,1311.97,49854.86,2025-08,2025Q3
ORD10306,2025-03-27,South,Home & Kitchen,Electric Kettle,Wholesale,Cash,17.0,428.68,7287.56,2025-03,2025Q1
ORD11077,2025-11-02,West,Beauty,Hair Serum,Wholesale,Net Banking,19.0,534.97,10164.43,2025-11,2025Q4
ORD11157,2025-10-19,East,Electronics,Usb-C Cable,Wholesale,Debit Card,38.0,2541.9,96592.2,2025-10,2025Q4
ORD10421,2025-04-10,Central,Home & Kitchen,Mixer Grinder,Online,Upi,6.0,1381.03,8286.18,2025-04,2025Q2
ORD10457,2025-11-23,West,Electronics,Smart Watch,Retail,Debit Card,35.0,4318.44,151145.4,2025-11,2025Q4
ORD10870,2025-02-18,South,Grocery,Basmati Rice 5Kg,Online,Net Banking,39.0,762.52,29738.28,2025-02,2025Q1
ORD10134,2025-12-30,North,Fashion,Running Shoes,Online,Cash,6.0,364.37,2186.22,2025-12,2025Q4
ORD10887,2025-02-06,West,Electronics,Usb-C Cable,Wholesale,Net Banking,33.0,2803.04,92500.32,2025-02,2025Q1
ORD11122,2025-11-20,Central,Electronics,Bluetooth Speaker,Online,Net Banking,22.0,4054.01,89188.22,2025-11,2025Q4
ORD11075,2025-10-08,West,Fashion,Cotton T-Shirt,Wholesale,Credit Card,10.0,2134.96,21349.6,2025-10,2025Q4
ORD10300,2025-09-15,West,Beauty,Hair Serum,Online,Credit Card,31.0,662.81,20547.11,2025-09,2025Q3
ORD10140,2025-11-15,Central,Grocery,Basmati Rice 5Kg,Online,Debit Card,32.0,332.4,10636.8,2025-11,2025Q4
ORD10477,2025-02-18,North,Grocery,Spice Combo,Retail,Debit Card,26.0,247.17,6426.42,2025-02,2025Q1
ORD10415,2025-12-03,West,Home & Kitchen,Electric Kettle,Unknown,Unknown,19.5,1880.66,36672.87,2025-12,2025Q4
ORD10168,2025-01-16,West,Beauty,Sunscreen Spf50,Wholesale,Credit Card,35.0,1063.6,37226.0,2025-01,2025Q1
ORD10226,2025-04-18,West,Fashion,Backpack,Wholesale,Credit Card,9.0,1309.22,11782.98,2025-04,2025Q2
ORD10523,2025-12-10,Central,Home & Kitchen,Non-Stick Pan,Retail,Credit Card,3.0,931.22,2793.66,2025-12,2025Q4
ORD10181,2025-09-18,South,Fashion,Running Shoes,Online,Debit Card,5.0,392.69,1963.45,2025-09,2025Q3
ORD10341,2025-09-03,West,Fashion,Cotton T-Shirt,Online,Upi,21.0,1677.85,35234.85,2025-09,2025Q3
ORD10002,2025-10-21,Central,Home & Kitchen,Led Lamp,Retail,Cash,22.0,418.37,9204.14,2025-10,2025Q4
ORD10315,2025-04-23,East,Fashion,Formal Shirt,Online,Debit Card,33.0,1100.37,36312.21,2025-04,2025Q2
ORD10381,2025-04-17,East,Home & Kitchen,Led Lamp,Retail,Upi,38.0,2451.36,93151.68,2025-04,2025Q2
ORD11116,2025-08-03,West,Grocery,Spice Combo,Wholesale,Cash,19.0,134.32,2552.08,2025-08,2025Q3
ORD10829,2025-06-05,North,Beauty,Hair Serum,Wholesale,Net Banking,13.0,833.37,10833.81,2025-06,2025Q2
ORD10758,2025-03-02,North,Home & Kitchen,Led Lamp,Wholesale,Debit Card,17.0,2531.02,43027.34,2025-03,2025Q1
ORD11198,2025-10-28,East,Home & Kitchen,Storage Rack,Retail,Upi,12.0,899.24,10790.88,2025-10,2025Q4
ORD10349,2025-09-05,West,Grocery,Basmati Rice 5Kg,Retail,Debit Card,4.0,795.78,3183.12,2025-09,2025Q3
ORD10280,2025-11-04,West,Beauty,Lip Balm,Wholesale,Credit Card,37.0,1080.93,39994.41,2025-11,2025Q4
ORD10651,2025-05-05,Central,Beauty,Sunscreen Spf50,Wholesale,Credit Card,12.0,308.22,3698.64,2025-05,2025Q2
ORD10636,2025-06-29,North,Grocery,Atta 10Kg,Online,Debit Card,19.0,625.52,11884.88,2025-06,2025Q2
ORD10313,2025-07-30,South,Beauty,Lip Balm,Wholesale,Net Banking,31.0,1016.39,31508.09,2025-07,2025Q3
ORD10162,2025-10-30,Central,Grocery,Green Tea Pack,Retail,Net Banking,16.0,782.37,12517.92,2025-10,2025Q4
ORD11151,2025-05-11,South,Fashion,Cotton T-Shirt,Retail,Credit Card,37.0,2137.04,79070.48,2025-05,2025Q2
ORD11134,2025-03-30,Central,Home & Kitchen,Non-Stick Pan,Online,Debit Card,4.0,740.81,2963.24,2025-03,2025Q1
ORD10707,2025-04-25,Central,Fashion,Running Shoes,Online,Credit Card,23.0,763.22,17554.06,2025-04,2025Q2
ORD10612,2025-04-10,West,Fashion,Denim Jeans,Retail,Net Banking,17.0,2008.59,34146.03,2025-04,2025Q2
ORD11196,2025-07-03,West,Electronics,Bluetooth Speaker,Online,Cash,16.0,3132.66,50122.56,2025-07,2025Q3
ORD10256,2025-10-18,East,Beauty,Sunscreen Spf50,Wholesale,Net Banking,39.0,910.74,35518.86,2025-10,2025Q4
ORD10063,2025-12-27,West,Electronics,Wireless Earbuds,Retail,Net Banking,19.0,2240.05,42560.95,2025-12,2025Q4
ORD10207,2025-03-18,South,Grocery,Cooking Oil 1L,Wholesale,Credit Card,15.0,276.12,4141.8,2025-03,2025Q1
ORD11076,2025-11-22,South,Home & Kitchen,Electric Kettle,Wholesale,Cash,1.0,1453.0,1453.0,2025-11,2025Q4
ORD10459,2025-04-01,North,Home & Kitchen,Led Lamp,Wholesale,Upi,26.0,2787.42,72472.92,2025-04,2025Q2
ORD10784,2025-04-08,Central,Grocery,Cooking Oil 1L,Wholesale,Credit Card,9.0,399.21,3592.89,2025-04,2025Q2
ORD10332,2025-12-10,South,Grocery,Green Tea Pack,Online,Debit Card,32.0,321.72,10295.04,2025-12,2025Q4
ORD10046,2025-02-22,West,Grocery,Atta 10Kg,Retail,Cash,6.0,160.31,961.86,2025-02,2025Q1
ORD10340,2025-01-08,East,Beauty,Lip Balm,Retail,Cash,30.0,796.06,23881.8,2025-01,2025Q1
ORD10155,2025-02-15,East,Home & Kitchen,Led Lamp,Retail,Debit Card,36.0,2404.56,86564.16,2025-02,2025Q1
ORD10752,2025-11-30,West,Electronics,Smart Watch,Wholesale,Debit Card,6.0,2048.12,12288.72,2025-11,2025Q4
ORD10596,2025-12-17,West,Home & Kitchen,Led Lamp,Online,Cash,23.0,1177.03,27071.69,2025-12,2025Q4
ORD10578,2025-09-30,East,Home & Kitchen,Electric Kettle,Retail,Debit Card,26.0,2443.11,63520.86,2025-09,2025Q3
ORD10123,2025-04-07,East,Beauty,Hair Serum,Online,Upi,4.0,748.38,2993.52,2025-04,2025Q2
ORD11070,2025-02-02,South,Home & Kitchen,Storage Rack,Wholesale,Cash,1.0,677.03,677.03,2025-02,2025Q1
ORD11040,2025-02-12,North,Fashion,Denim Jeans,Retail,Net Banking,6.0,1578.37,9470.22,2025-02,2025Q1
ORD10862,2025-12-21,South,Electronics,Wireless Earbuds,Retail,Net Banking,2.0,2018.7,4037.4,2025-12,2025Q4
ORD11165,2025-03-21,Central,Fashion,Cotton T-Shirt,Wholesale,Cash,16.0,608.75,9740.0,2025-03,2025Q1
ORD10499,2025-12-07,West,Electronics,Power Bank,Retail,Debit Card,9.0,2422.02,21798.18,2025-12,2025Q4
ORD11046,2025-04-26,North,Grocery,Cooking Oil 1L,Wholesale,Credit Card,7.0,274.44,1921.08,2025-04,2025Q2
ORD10629,2025-12-30,West,Fashion,Denim Jeans,Retail,Cash,39.0,311.89,12163.71,2025-12,2025Q4
ORD10444,2025-07-07,South,Electronics,Wireless Earbuds,Wholesale,Upi,5.0,2640.06,13200.3,2025-07,2025Q3
ORD10744,2025-03-10,North,Grocery,Green Tea Pack,Unknown,Upi,5.0,792.42,3962.1,2025-03,2025Q1
ORD10566,2025-04-11,South,Home & Kitchen,Led Lamp,Wholesale,Credit Card,31.0,1186.29,36774.99,2025-04,2025Q2
ORD10724,2025-03-30,West,Home & Kitchen,Led Lamp,Online,Upi,2.0,2909.55,5819.1,2025-03,2025Q1
ORD10723,2025-05-10,Central,Grocery,Spice Combo,Wholesale,Credit Card,5.0,717.37,3586.85,2025-05,2025Q2
ORD10816,2025-07-01,Central,Grocery,Green Tea Pack,Wholesale,Credit Card,13.0,467.31,6075.03,2025-07,2025Q3
ORD10826,2025-03-21,East,Electronics,Usb-C Cable,Wholesale,Cash,30.0,4376.81,131304.3,2025-03,2025Q1
ORD10395,2025-12-25,North,Grocery,Green Tea Pack,Online,Net Banking,35.0,237.41,8309.35,2025-12,2025Q4
ORD11058,2025-05-06,East,Beauty,Face Wash,Retail,Debit Card,37.0,186.91,6915.67,2025-05,2025Q2
ORD10888,2025-09-06,South,Fashion,Backpack,Retail,Debit Card,28.0,1403.44,39296.32,2025-09,2025Q3
ORD10568,2025-11-09,South,Home & Kitchen,Storage Rack,Retail,Net Banking,25.0,1893.15,47328.75,2025-11,2025Q4
ORD11188,2025-08-14,North,Electronics,Bluetooth Speaker,Retail,Credit Card,7.0,1807.29,12651.03,2025-08,2025Q3
ORD10947,2025-11-03,East,Beauty,Hair Serum,Retail,Upi,35.0,694.28,24299.8,2025-11,2025Q4
ORD10691,2025-02-04,Central,Grocery,Spice Combo,Online,Debit Card,8.0,331.08,2648.64,2025-02,2025Q1
ORD10718,2025-09-01,West,Beauty,Face Wash,Online,Upi,9.0,458.21,4123.89,2025-09,2025Q3
ORD10096,2025-04-03,South,Home & Kitchen,Storage Rack,Online,Debit Card,21.0,839.23,17623.83,2025-04,2025Q2
ORD11181,2025-03-28,North,Beauty,Hair Serum,Wholesale,Upi,5.0,1155.72,5778.6,2025-03,2025Q1
ORD10576,2025-12-11,South,Electronics,Usb-C Cable,Online,Cash,13.0,3106.87,40389.31,2025-12,2025Q4
ORD10379,2025-09-15,West,Electronics,Wireless Earbuds,Online,Debit Card,1.0,1112.25,1112.25,2025-09,2025Q3
ORD10325,2025-01-07,West,Home & Kitchen,Mixer Grinder,Online,Net Banking,26.0,1488.86,38710.36,2025-01,2025Q1
ORD11020,2025-11-23,West,Electronics,Wireless Earbuds,Retail,Net Banking,24.0,2321.92,55726.08,2025-11,2025Q4
ORD10789,2025-03-10,North,Beauty,Hair Serum,Online,Debit Card,29.0,450.8,13073.2,2025-03,2025Q1
ORD11173,2025-03-30,Central,Electronics,Power Bank,Retail,Credit Card,26.0,1078.03,28028.78,2025-03,2025Q1
ORD10805,2025-08-06,Central,Grocery,Basmati Rice 5Kg,Retail,Cash,19.0,654.44,12434.36,2025-08,2025Q3
ORD11023,2025-05-21,Central,Fashion,Denim Jeans,Online,Upi,12.0,357.87,4294.44,2025-05,2025Q2
ORD10045,2025-12-08,South,Electronics,Power Bank,Wholesale,Debit Card,37.0,2732.3,101095.1,2025-12,2025Q4
ORD10430,2025-11-22,Central,Grocery,Atta 10Kg,Wholesale,Upi,36.0,186.57,6716.52,2025-11,2025Q4
